title,content,tokens
Page 193,"BUILDING A SECOND BRAIN182 feel like productivity. They feel like forward progress, when in fact they are divergent acts that postpone the moment of completion. There are three powerful strategies for completing creative projects I recommend to help you through the pitfalls of convergence. Each of them depends on having a Second Brain where you can manipulate and shape information without worrying it will disappear. Think of them as the tools in your Second Brain tool belt, which you can turn to anytime you need to get unstuck, find your way around obstacles, or decide what to do next. 1. The Archipelago of Ideas: Gi ve Yourself Stepping-Stones The Archipelago of Ideas technique is valuable any time you are start - ing a new piece of work—whether it’s a how-to guide, a training work - shop, a brief for a new project, or an essay you’re publishing on your blog. It gives you a way to plan your progress even when performing tasks that are inherently unpredictable. The technique is named after a quote by Steven Johnson, the author of a series of fascinating books on creativity, innovation, and the history of ideas. 1 As Johnson wrote: Instead of confronting a terrifying blank page, I’m looking at a document filled with quotes: from letters, from primary sources, from scholarly papers, sometimes even my own notes. It’s a great technique for warding off the siren song of procrastination. Before I hit on this approach, I used to lose weeks stalling before each new chapter, because it was just a big empty sea of nothingness. Now each chapter starts life as a kind of archipelago of inspiring quotes, which makes it seem far less daunting. All I have to do is build bridges between the islands. 2P_Forte_BuildingASecondBrain_AK.indd 1822P_Forte_BuildingASecondBrain_AK.indd 182 2/14/22 3:39 PM2/14/22 3:39 PM",423
Page 195,"BUILDING A SECOND BRAIN184 The underlined links (which appear in green in my notes) are the sources I’m drawing on as research. Clicking a link will lead me not to the public web, where I can easily get distracted, but to another note within my Second Brain containing my full notes on that source. * There I will find all the details I might need, as well as a link back to the original work for my citations. Below each source, I’ve copied and pasted only the points I specif - ically want to use in this particular piece of writing. This Archipel - ago of Ideas includes external sources as in my example above, but also notes I’ve taken based on my own thoughts and experiences. This gives me the best of both worlds: I can focus only on the relevant points right in front of me, but all the other details I might need are just a click away. The bolds and highlights of Progressive Summariza - tion help me quickly determine which parts are most interesting and important at a glance. The Archipelago of Ideas technique is a contemporary reinvention of the age-old practice of outlining—laying out the points you want to include up front, so that when it comes time to execute all you have to do is string them together. The note you see above is exactly what I will want in front of me when I sit down in convergence mode to finish the first draft of my article. Creating outlines digitally instead of on paper offers multiple major advantages: • A di gital outline is far more malleable and flexible —you can add bullet points and cross them off, rearrange and expand on them, add bolding and highlights, and edit them after the fact as your thinking changes. * If your notes app syncs with your computer, this also means that you can disconnect from the Internet and still make progress, since you have all your notes saved on your hard drive. 2P_Forte_BuildingASecondBrain_AK.indd 1842P_Forte_BuildingASecondBrain_AK.indd 184 2/14/22 3:39 PM2/14/22 3:39 PM",460
Page 196,"THE ART OF CREATI vE Ex ECUTION 185 • The outline can link to more detailed content — instead of trying to cram every last point onto the same page, you can link to both your own private notes and public resources on the web, which helps avoid overloading the outline with too much detail. • The o utline is interactive and multimedia —you can add not only text, but images, GIFs, videos, attachments, diagrams, checkboxes, and more. • The o utline is searchable —even if it gets long, you have a powerful search feature to instantly call up any term you’re looking for. • The o utline can be accessed and edited from anywhere — unlike a piece of paper in a notebook, your outline is instan - taneously synced to every one of your devices, and it can be viewed, edited, and added to from anywhere. An Archipelago of Ideas separates the two activities your brain has the most difficulty performing at the same time: choosing ideas (known as selection) and arranging them into a logical flow (known as sequencing). The reason it is so difficult to perform these activities simultane- ously is they require different modes: selection is divergent, requir - ing an open state of mind that is willing to consider any possibility. Sequencing is convergent, requiring a more closed state of mind focused only on the material you already have in front of you. The goal of an archipelago is that instead of sitting down to a blank page or screen and stressing out about where to begin, you start with a series of small stepping-stones to guide your efforts. First you select the points and ideas you want to include in your outline, and then in a separate step, you rearrange and sequence them into an order that flows logically. This makes both of those steps far more effi - cient, less taxing, and less vulnerable to interruption. 2P_Forte_BuildingASecondBrain_AK.indd 1852P_Forte_BuildingASecondBrain_AK.indd 185 2/14/22 3:39 PM2/14/22 3:39 PM",451
Page 197,"BUILDING A SECOND BRAIN186 Instead of starting with scarcity, start with abundance—the abundance of interesting insights you’ve collected in your Second Brain. 2. The Hemingway Bridge: Us e Yesterday’s Momentum Today Ernest Hemingway was one of the most recognized and influential novelists of the twentieth century. He wrote in an economical, under - stated style that profoundly influenced a generation of writers and led to his winning the Nobel Prize in Literature in 1954. Besides his prolific works, Hemingway was known for a particu - lar writing strategy, which I call the “Hemingway Bridge.” He would always end a writing session only when he knew what came next in the story. Instead of exhausting every last idea and bit of energy, he would stop when the next plot point became clear. This meant that the next time he sat down to work on his story, he knew exactly where to start. He built himself a bridge to the next day, using today’s energy and momentum to fuel tomorrow’s writing. * You can think of a Hemingway Bridge as a bridge between the islands in your Archipelago of Ideas. You may have the islands, but that is just the first step. The much more challenging work is linking them together into something that makes sense, whether it is a piece of writing, the design of an event, or a business pitch. The Heming - way Bridge is a way of making each creative leap from one island to the next less dramatic and risky: you keep some energy and imagi - nation in reserve and use it as a launchpad for the next step in your progress. * One way to think of this is to “end with the beginning in mind,” a clever rephrasing of author Stephen Covey’s classic advice to “begin with the end in mind.” 2P_Forte_BuildingASecondBrain_AK.indd 1862P_Forte_BuildingASecondBrain_AK.indd 186 2/14/22 3:39 PM2/14/22 3:39 PM",446
Page 198,"THE ART OF CREATI vE Ex ECUTION 187 How do you create a Hemingway Bridge? Instead of burning through every last ounce of energy at the end of a work session, reserve the last few minutes to write down some of the following kinds of things in your digital notes: • Wr ite down ideas for next steps: At the end of a work session, write down what you think the next steps could be for the next one. • Wr ite down the current status: This could include your current biggest challenge, most important open question, or future roadblocks you expect. • Wr ite down any details you have in mind that are likely to be forgotten once you step away: Such as details about the characters in your story, the pitfalls of the event you’re planning, or the subtle considerations of the product you’re designing. • Wr ite out your intention for the next work session: Set an intention for what you plan on tackling next, the problem you intend to solve, or a certain milestone you want to reach. The next time you resume this endeavor, whether that’s the next day or months later, you’ll have a rich set of jumping-off points and next steps waiting for you. I often find that my subconscious mind keeps working in the background to help me improve on those thoughts. When I return to the project, I can combine the results of my past thinking with the power of a good night’s sleep and put them together into a creative breakthrough. To take this strategy a step further, there is one more thing you can do as you wrap up the day’s work: send off your draft or beta or proposal for feedback. Share this Intermediate Packet with a friend, family member, colleague, or collaborator; tell them that it’s still a work-in-process and ask them to send you their thoughts on it. The 2P_Forte_BuildingASecondBrain_AK.indd 1872P_Forte_BuildingASecondBrain_AK.indd 187 2/14/22 3:39 PM2/14/22 3:39 PM",450
Page 199,"BUILDING A SECOND BRAIN188 next time you sit down to work on it again, you’ll have their input and suggestions to add to the mix of material you’re working with. 3. Dial Down the Scope: Shi p Something Small and Concrete A third technique I recommend for convergence I call “Dial Down the Scope.” “Scope” is a term from project management that has been adopted by software developers, from whom I learned it while working in Silicon Valley. The scope refers to the full set of features a software program might include. Let’s say you’re designing a fitness app. You sketch out a beauti - ful vision: it will have workout tracking, calorie counts, a gym finder, progress charts, and even connect you with others via a social network. It’s going to be amazing! It will transform people’s lives! As with so many ambitious goals, once you get into the details it dawns on you just how complex these features are to build. You have to design the user interface, but also build the backend system to make it work. You have to hire customer support representatives and train them in how to troubleshoot problems. You need a whole finance operation to keep track of payments and comply with regula - tions. Not to mention all the responsibilities of managing employees, dealing with investors, and developing a long-term strategy. The solution that software teams landed on to deal with this kind of ballooning complexity is to “dial down the scope.” Instead of post - poning the release of the app, which might prove disastrous in the face of looming competition and only delays the learning they need, the development team starts “dialing down” features as the release date approaches. The social network gets postponed to a future version. The progress charts lose their interactive features. The gym finder gets canceled completely. The first parts to be dialed down are the ones 2P_Forte_BuildingASecondBrain_AK.indd 1882P_Forte_BuildingASecondBrain_AK.indd 188 2/14/22 3:39 PM2/14/22 3:39 PM",464
Page 200,"THE ART OF CREATI vE Ex ECUTION 189 that are most difficult or expensive to build, that have the most uncer - tainty or risk, or that aren’t central to the purpose of the app. Like a hot-air balloon trying to take off, more and more features get thrown overboard to lighten the load and get the product off the ground. Any features that don’t make it into this version can always be released as part of future software updates. How does this relate to our careers as knowledge workers?We also deliver complex pieces of work under strict deadlines. We also have limited time, money, attention, and support—there are always constraints we must work within. When the full complexity of a project starts to reveal itself, most people choose to delay it. This is true of projects at work, and even more true of side projects we take on in our spare time. We tell ourselves we just need more time, but the delay ends up creating more problems than it solves. We start to lose motivation as the time hori - zon stretches out longer and longer. Things get lost or go out of date. Collaborators move on, technology becomes obsolete and needs to be upgraded, and random life events never fail to interfere. Postponing our goals and desires to “later” often ends up depriving us of the very experiences we need to grow. The problem isn’t a lack of time. It is that we forget that we have control over the scope of the project. We can “dial it down” to a more manageable size, and we must if we ever want to see it finished. Waiting until you have everything ready before getting started is like sitting in your car and waiting to leave your driveway until all the traffic lights across town are green at the same time. You can’t wait until everything is perfect. There will always be something miss-ing, or something else you think you need. Dialing Down the Scope recognizes that not all the parts of a given project are equally import - ant. By dropping or reducing or postponing the least important parts, we can unblock ourselves and move forward even when time is scarce. 2P_Forte_BuildingASecondBrain_AK.indd 1892P_Forte_BuildingASecondBrain_AK.indd 189 2/14/22 3:39 PM2/14/22 3:39 PM",508
Page 201,"BUILDING A SECOND BRAIN190 Your Second Brain is a crucial part of this strategy, because you need a place to save the parts that get postponed or removed. You might cut sentences or entire pages from an article you’re writing, or delete scenes from a video you’re making, or drop parts of a speech when you’re trying to keep within your allotted time. This is a completely normal and necessary part of any creative process. That doesn’t mean you have to throw away those parts. One of the best uses for a Second Brain is to collect and save the scraps on the cutting-room floor in case they can be used elsewhere. A slide cut from a presenta - tion could become a social media post. An observation cut from a report could become the basis for a conference presentation. An agenda item cut from a meeting could become the starting point for the next meeting. You never know when the rejected scraps from one project might become the perfect missing piece in another. The possibilities are endless. Knowing that nothing I write or create truly gets lost—only saved for later use—gives me the confidence to aggressively cut my creative works down to size without fearing that I’ve wasted effort or that I’ll lose the results of my thinking forever. Knowing that I can always release a fix, update, or follow up on anything I’ve made in the past gives me the courage to share my ideas before they’re perfectly ready and before I have them all figured out. And sharing before I feel ready has completely altered the trajectory of my career. Whatever you are building, there is a smaller, simpler version of it that would deliver much of the value in a fraction of the time. Here are some examples: • If y ou want to write a book, you could dial down the scope and write a series of online articles outlining your main ideas. If you don’t have time for that, you could dial it down even further and start with a social media post explaining the essence of your message. 2P_Forte_BuildingASecondBrain_AK.indd 1902P_Forte_BuildingASecondBrain_AK.indd 190 2/14/22 3:39 PM2/14/22 3:39 PM",477
Page 202,"THE ART OF CREATI vE Ex ECUTION 191 • If you want to deliver a workshop for paying clients, you could d ial it down to a free workshop at a local meetup, or dial it down even further and start with a group exercise or book club for a handful of colleagues or friends. • If y ou’d like to make a short film, start with a YouTube video, or if that’s too intimidating, a livestream. If it’s still too much, record a rough cut on your phone and send it to a friend. • If y ou want to design a brand identity for a company, start with a mock-up of a single web page. Even easier, start with a few hand-drawn sketches with your ideas for a logo. How can you know which direction to take your thinking with - out feedback from customers, colleagues, collaborators, or friends? And how can you collect that feedback without showing them some - thing concrete? This is the chicken-and-egg problem of creativity: you don’t know what you should create, but you can’t discover what people want until you create something. Dialing Down the Scope is a way of short-circuiting that paradox and testing the waters with some - thing small and concrete, while still protecting the fragile and tenta - tive edges of your work. Divergence and convergence are not a linear path, but a loop: once you complete one round of convergence, you can take what you’ve learned right back into a new cycle of divergence. Keep alter - nating back and forth, making iterations each time until it’s some-thing you can consider “done” or “complete” and share more widely. Divergence and Convergence in the Wild: Behind-the-Scenes of a Home Project Let me share an example of one of my own projects in which I used all three of these techniques: remodeling our garage into a home office. 2P_Forte_BuildingASecondBrain_AK.indd 1912P_Forte_BuildingASecondBrain_AK.indd 191 2/14/22 3:39 PM2/14/22 3:39 PM",470
Page 203,"BUILDING A SECOND BRAIN192 When we moved into our home, my wife and I soon realized we needed a better workspace. We both work from home, and the tiny extra bedroom wasn’t cutting it, especially once our son was born. We excitedly made plans to turn our garage into a home studio. The moment I created a dedicated project folder, I knew it was on. I started by creating an Archipelago of Ideas—an outline of the main questions, considerations, desired features, and constraints I thought our project would entail. Here is the outline I came up with after fifteen minutes: 2P_Forte_BuildingASecondBrain_AK.indd 1922P_Forte_BuildingASecondBrain_AK.indd 192 2/14/22 3:39 PM2/14/22 3:39 PM",181
Page 204,"THE ART OF CREATI vE Ex ECUTION 193 I didn’t know up front what the main headings of this document would include, but as I wrote out my thoughts they soon emerged: Intro, Cost, Ideas, Phases, Aesthetics, Zoom Setup, Equipment, and Open Questions. I did a few searches of my Second Brain for terms like “home office” and “home studio” and found several exist - ing notes that could come in handy as well. For example, I found the notes with recommendations from a friend who had experience designing studios, which I mentioned previously; photos of a beau - tifully designed café in Mexico City that my wife and I loved visit - ing and wanted to mimic; and a note with best practices for hosting Zoom calls, such as finding the right lighting and a background that isn’t too distracting. I added links to them at the bottom of my outline as well. Even with some existing material to work with, there were gaps in our plan. Over the next few weeks, whenever I had a free window of time, I collected and captured tidbits of content to inform our home studio remodel. I saved photos from Pinterest showing exam - ples of home offices that I thought looked neat; notes from a conver - sation with a musician friend who taught me about soundproofing; and a list of local contractors a neighbor shared with me to reach out to. I even went on a late-night spree watching dozens of videos of YouTubers giving tours of their studios, taking notes on the small details of how they converted empty spaces into functional workspaces. Between managing the business and our household, my time was incredibly scarce as we began the remodel. Whenever I could, I would highlight and distill the last few notes I’d captured and leave my future self a brief note about where I left off. I used a series of Hemingway Bridges to string together many such windows of time that otherwise wouldn’t have been of much productive use. 2P_Forte_BuildingASecondBrain_AK.indd 1932P_Forte_BuildingASecondBrain_AK.indd 193 2/14/22 3:39 PM2/14/22 3:39 PM",476
Page 205,"BUILDING A SECOND BRAIN194 Finally, as all these thoughts and ideas and wishes and dreams began to add up, the project became quite a juggernaut. Before I knew it, our ambitions had expanded to knocking down walls, cutting through the roof for a skylight, laying down cable for superfast Inter - net, and redesigning the layout of the backyard to accommodate it all. We had diverged too far and needed to rein it in a bit. This is where Dialing Down the Scope was essential: we identified the most outlandish of our plans and decided to save those for a later stage. I moved those ideas to their own “someday/maybe” section of my outline to revisit later. My wife and I also added several constraints to the project, such as the budget we were willing to spend, and a deadline to have the remodel done by a certain date. These constraints helped us reduce the scope of the project to something reasonable and manageable. As soon as we did, the next steps of finding a contractor and finalizing the floorplan became crystal clear. Your Turn: Move Fast and Make Things If you’d like to give this approach to executing projects a try, now is the perfect time. Start by picking one project you want to move forward on. It could be one you identified in Chapter 5, when I asked you to make folders for each active project. It could alternatively be something you know you want to (or have to) get started on. The more uncertain, new, or challenging the project, the better. Make an outline with your goals, intentions, questions, and considerations for the project. Start by writing out anything already on your mind, and then peruse your PARA categories for related notes and Intermediate Packets. These could include points or takeaways from previously created notes, inspiration from models or examples 2P_Forte_BuildingASecondBrain_AK.indd 1942P_Forte_BuildingASecondBrain_AK.indd 194 2/14/22 3:39 PM2/14/22 3:39 PM",436
Page 206,"THE ART OF CREATI vE Ex ECUTION 195 you want to borrow from, or templates you can use to follow best practices. Here are some useful questions to ask as you conduct your search: • Is t here a book or article you could extract some excerpts from as inspiration? • Ar e there websites that might have resources you could build upon? • Ar e there podcasts by experts you could subscribe to and listen to while commuting or doing household chores? • Ar e there relevant IPs buried in other projects you’ve worked on in the past? Some material you find will be very succinct and highly polished, while some might be quite rough. It doesn’t matter—your only goal is to get all the potentially usable material in one place. Move all the notes and IPs you might want to use into a new project folder. Set a timer for a fixed period of time, such as fifteen or twenty minutes, and in one sitting see if you can complete a first pass on your project using only the notes you’ve gathered in front of you . No searching online, no browsing social media, and no opening multiple browser tabs that you swear you’re going to get to eventually. Only work with what you already have. This first pass could be a plan, an agenda, a proposal, a diagram, or some other format that turns your ideas into a tangible artifact. You might experience some FOMO—that inner Fear of Missing Out—that pushes you to seek out yet another morsel of information somewhere out there. You will probably be tempted to go off and “do more research,” but you are not completing the entire project in one sitting. You are only creating the first iteration—a draft of your essay, 2P_Forte_BuildingASecondBrain_AK.indd 1952P_Forte_BuildingASecondBrain_AK.indd 195 2/14/22 3:39 PM2/14/22 3:39 PM",414
Page 207,"BUILDING A SECOND BRAIN196 a sketch of your app, a plan for your campaign. Ask yourself, “What is the smallest version of this I can produce to get useful feedback from others?” If you find that you can’t complete the first iteration in one sitting, start by building a Hemingway Bridge to the next time you can work on it. List open questions, remaining to-dos, new avenues to explore, or people to consult. Share what you’ve produced with someone who can give you feedback while you’re away and save their comments in a new note in the same project folder. You can collect this feedback in a private conversation with a trusted colleague, or publicly on social media at full blast, or anywhere in between. Pick a venue for sharing that you feel comfortable with. If you feel resistance to continuing with this project later, try Dialing Down the Scope. Drop the least important features, post - pone the hardest decisions for later, or find someone to help you with the parts you’re least familiar with. Throughout every step of this process, be sure to keep notes on anything you learn or discover, or any new Intermediate Packets you might want to seek out. Once your biological brain is primed by this first pass through your notes, you’ll start to notice signs and clues related to it everywhere you look. Save those clues as notes as well! Once you’re finished with your first iteration, have gathered feedback, and collected a new set of notes to work with, you’ll be ready for what - ever comes next. 2P_Forte_BuildingASecondBrain_AK.indd 1962P_Forte_BuildingASecondBrain_AK.indd 196 2/14/22 3:39 PM2/14/22 3:39 PM",388
Page 208,"197Chapter 9 The Essential Habits of Digital Organizers Habits reduce cognitive load and free up mental capacity, so you can allocate your attention to other tasks . . . It’s only by making the fundamentals of life easier that you can create the mental space needed for free thinking and creativity. —James Clear, author of Atomic Habits Your Second Brain is a practical system for enhancing your productivity and your creativity. While these domains are often seen as mutually exclusive op posites— one concrete and defined; the other abstract and ope n-ended—instead I see them as complementary. When we are organized and efficient, that creates space for creativity to arise. When we have confidence in our creative process, we don’t have to think about it as much, significantly reducing the background stress of constantly worrying whether we’re going in the right direction. This balance between order and creativity is something that we can build into our Second Brain intentionally. Like every system, 2P_Forte_BuildingASecondBrain_AK.indd 1972P_Forte_BuildingASecondBrain_AK.indd 197 2/14/22 3:39 PM2/14/22 3:39 PM",252
Page 209,"BUILDING A SECOND BRAIN198 a Second Brain needs regular maintenance. There is a certain level of organization that you want to maintain in your digital world, so that when you go there to get things done, your virtual workspaces support your productivity instead of interfering with it. “Being organized” isn’t a personality trait you’re born with, nor is it merely a matter of finding the right apps or tools. Being organized is a habit—a repeated set of actions you take as you encounter, work with, and put information to use. If we’re constantly scrambling to find our notes, drafts, brainstorms, and sources, not only do we waste precious time, but we also sabotage our momentum. At each step of CODE, there are habits that can help us be more organized so that our creativity has space to arise. The Mise-en-Place Way to Sustainable Productivity Consider how chefs work in a commercial kitchen. They have incred - ibly high demands on both the quality and quantity of their output. Every ingredient on every dish must be nearly perfect—one cold side or undercooked filet and the whole dish can be sent back, and the kitchen might have to produce hundreds of dishes on a busy night. This fundamental tension—between quality and quantity—is a tension we share as knowledge workers. We also must produce work to an extremely high standard, and we must do it fast, continuously, all year long. We are like sprinters who are also trying to run a marathon. Chefs have a particular system for accomplishing this daunting feat. It’s called mise en place , a culinary philosophy used in restaurants around the world. Developed in France starting in the late 1800s, mise en place is a step-by-step process for producing high-quality food efficiently. Chefs can never afford to stop the whole kitchen just 2P_Forte_BuildingASecondBrain_AK.indd 1982P_Forte_BuildingASecondBrain_AK.indd 198 2/14/22 3:39 PM2/14/22 3:39 PM",444
Page 210,"ESSENTIAL HABITS OF DIGITAL ORGANI zERS 199 so they can clean up. They learn to keep their workspace clean and organized in the flow of the meals they are preparing . In the kitchen, this means small habits like always putting the mixing spoon in the same place so they know where to find it next time; immediately wiping a knife clean after using it so it’s ready for the next cut; or laying out the ingredients in the order they’ll be used so that they serve as placeholders. Chefs use mise en place—a philosophy and mindset embodied in a set of practical techniques—as their “external brain.” 1 It gives them a way to externalize their thinking into their environment and auto - mate the repetitive parts of cooking so they can focus completely on the creative parts. We have a lot to learn as knowledge workers from the system of mise en place. We likewise have to contend with a deluge of tasks, under uncertain conditions, with tight deadlines. We also receive a constant stream of inputs and requests, have too little time to process them, and face many demands requiring simultaneous attention. For us as well, the only time we have available to maintain our systems is during the execution of our regular work. There’s no time that’s magically going to become available for you to stop everything and completely reorganize your digital world. It’s not likely that your manager is going to look kindly on you blocking off a whole day to “get caught up.” Your business won’t last long if you turn customers away because you’re “maintaining your systems.” It’s difficult to find the time to put the world on hold and catch your breath. We tend to notice our systems need maintenance only when they break down, which we then blame on our lack of self-discipline or our failure to be sufficiently productive. Building a Second Brain is not just about downloading a new piece of software to get organized at one point in time; it is about 2P_Forte_BuildingASecondBrain_AK.indd 1992P_Forte_BuildingASecondBrain_AK.indd 199 2/14/22 3:39 PM2/14/22 3:39 PM",482
Page 211,"BUILDING A SECOND BRAIN200 adopting a dynamic, flexible system and set of habits to continually access what we need without throwing our environment (and mind) into chaos. It’s not enough to have inner discipline. We also need to follow an outer discipline—a system of principles and behaviors—to chan - nel our energies, thoughts, and emotions productively. A system that adds some structure to the constantly changing flux of information that we interact with every day. In this chapter, I will introduce you to three kinds of habits that can be integrated into your routine to ensure your Second Brain remains functional and relevant. Each of these habits creates bo undaries—of time, space, and intention—around the states of mind that you want to protect and promote in your life. These boundaries tell you what you should be focusing on, and just as importantly, what you should ignore. The three habits most important to your Second Brain include: • Pr oject Checklists: Ensure you start and finish your projects in a consistent way, making use of past work. • We ekly and Monthly Reviews: Periodically review your work and life and decide if you want to change anything. • Noti cing Habits: Notice small opportunities to edit, highlight, or move notes to make them more discoverable for your future self. You can think of these habits as the “maintenance schedule” of your Second Brain. Just like you have a maintenance schedule for your car, which advises you to regularly change the oil, rotate the tires, and change the air filters, your Second Brain occasionally needs a tune-up to ensure it’s in good working order. Let’s explore these habits one at a time. 2P_Forte_BuildingASecondBrain_AK.indd 2002P_Forte_BuildingASecondBrain_AK.indd 200 2/14/22 3:39 PM2/14/22 3:39 PM",411
Page 212,"ESSENTIAL HABITS OF DIGITAL ORGANI zERS 201 The Project Checklist Habit: The Key to Starting Your Knowledge Flywheel At the most basic level, knowledge work is about taking in infor - mation and then turning it into results. All day, every day we are consuming and then producing. You don’t need special training to perform these activities, and you certainly don’t need a Second Brain. What most people are missing, however, is a feedback loop—a way to “recycle” the knowledge that was created as part of past efforts so it can be used in future ones as well. This is how investors think about money: they don’t get the profits from one investment and immedi - ately spend it all. They reinvest it back into other investments, creat - ing a flywheel so their money builds on itself over time. 2P_Forte_BuildingASecondBrain_AK.indd 2012P_Forte_BuildingASecondBrain_AK.indd 201 2/14/22 3:39 PM2/14/22 3:39 PM",240
Page 213,"BUILDING A SECOND BRAIN202 This is exactly how I want you to treat your attention—as an asset that gets invested and produces a return, which in turn can be reinvested back into other ventures. This is how you can ensure your knowledge grows and compounds over time like a high-yield asset. Like investing a small amount in the stock market every month, your investments of attention can likewise compound as your knowledge grows and your ideas connect and build on each other. If you look closely, there are two key moments in this process of recycling knowledge. Two places where the paths diverge, and you have the chance to do something different than you’ve done before. Those two moments are when a project starts, and when it finishes. For the former, I’ll introduce you to the Project Kickoff Checklist, and for the latter, the Project Completion Checklist. Checklist #1: Project Kickoff Before they taxi onto the runway and take off, airline pilots run through a “preflight checklist” that tells them everything they need to check or do. It ensures they complete all the necessary steps with - out having to rely on their unreliable brains. The way most people launch projects, in contrast, can be described as “haphazardly.” They might look through their existing notes and 2P_Forte_BuildingASecondBrain_AK.indd 2022P_Forte_BuildingASecondBrain_AK.indd 202 2/14/22 3:39 PM2/14/22 3:39 PM",330
Page 214,"ESSENTIAL HABITS OF DIGITAL ORGANI zERS 203 files for any information that might be relevant, or they might not. They might talk to their colleagues about any lessons from past expe - rience, or they might not. They might create a plan to guide their progress, or they might not. The successful start of the project is more or less left to chance. In Chapter 5 we saw how work is becoming ever more project- ce ntric. Every goal, collaboration, or assignment we take on can be defined as a project, which gives it shape, focus, and a sense of direc-tion. If we consider that these projects are our biggest investments of attention, it’s worth adding a little bit of structure to how we start them. This is where the Project Kickoff Checklist comes in. Here’s my own checklist: 1. Ca pture my current thinking on the project. 2. Rev iew folders (or tags) that might contain relevant notes. 3. Se arch for related terms across all folders. 4. Mov e (or tag) relevant notes to the project folder. 5. Cre ate an outline of collected notes and plan the project. 1. Capture my current thinking on the project. I often find that the moment a project begins to form in my mind, I start to have ideas and opinions about it. I like to start by creating a blank note and doing a brainstorm of any thoughts that come to mind. This first note is then placed inside a new project folder dedicated to storing all the notes I’ll be creating related to it. This step can and should be messy: I pour out all my random musings, potential approaches, links to other ideas or topics, or reminders of people to talk to. Here are some questions I use to prompt this initial brainstorm: 2P_Forte_BuildingASecondBrain_AK.indd 2032P_Forte_BuildingASecondBrain_AK.indd 203 2/14/22 3:39 PM2/14/22 3:39 PM",436
Page 215,"BUILDING A SECOND BRAIN204 • What do I already know about this project? • Wh at don’t I know that I need to find out? • Wh at is my goal or intention? • Wh o can I talk to who might provide insights? • Wh at can I read or listen to for relevant ideas? Anything that comes to mind from these questions I write down in my starting note. I prefer using bullet points so the information is compact and can easily be moved around. 2. Review folders (or tags) that might contain relevant notes. Second, I look through any existing folders that might contain infor - mation relevant to the new project I’m starting, including related templates, outlines, and outtakes from previous projects. PARA and Progressive Summarization really come in handy here: I already have a variety of folders, each containing a curated set of notes, highlighted and summarized so I can rapidly recall what they’re about. I choose a handful of folders that seem most relevant to what I’m starting, includ - ing in projects, areas, resources, and archives. Then I quickly scan any notes inside that look interesting, taking care to keep the momentum going so I don’t get bogged down anywhere. Now is not the time to go on tangents that will only distract me from moving forward. 3. Search for related terms across all folders. The third step is to perform searches for any notes I might have missed. Sometimes there are valuable ideas buried in unexpected places, which I may not find through browsing alone. This is where the Curator’s Perspective I used when I first captured the content really pays off—because each and every note in my Second Brain was deliberately chosen, I am able to search through 2P_Forte_BuildingASecondBrain_AK.indd 2042P_Forte_BuildingASecondBrain_AK.indd 204 2/14/22 3:39 PM2/14/22 3:39 PM",422
Page 216,"ESSENTIAL HABITS OF DIGITAL ORGANI zERS 205 a collection of exclusively high-quality notes free of fluff and filler. This is in stark contrast to searching the open Internet, which is full of distracting ads, misleading headlines, superficial content, and point - less controversy, all of which can throw me off track. I run a series of searches for terms related to the new project, scan - ning the results and quickly jumping into any note that seems rele - vant. Progressive Summarization helps here too, enabling me to zoom into and out of notes without having to absorb their full contents. 4. Move (or tag) relevant notes to the project folder. Fourth, any notes found in the previous two steps I move to the project folder, titled after the name of the new project I’m starting. Alternatively, depending on the capabilities of your notes app, you can also tag or link any relevant notes with the project, so you don’t have to move them from their original location. The important thing isn’t where a note is located, but whether you can reference it quickly while staying focused on the project at hand. 5. Create an outline of collected notes and plan the project. Finally, it’s time to pull together the material I’ve gathered and create an outline (an Archipelago of Ideas) for the project. My goal is to end up not just with a loose collection of ideas. It is to formulate a logical progression of steps that make it clear what I should do next. The form this outline takes depends on the nature of the project. If it is a piece of writing such as an essay or report, the outline might be the main points or headings I want to include in the final piece. If it is a document outlining a collaborative project with colleagues or outside contractors, the outline might include the objectives we’re working toward and tentative responsibilities for each person. If it is a trip I’m planning to take, it might be a packing list and itinerary. 2P_Forte_BuildingASecondBrain_AK.indd 2052P_Forte_BuildingASecondBrain_AK.indd 205 2/14/22 3:39 PM2/14/22 3:39 PM",480
